# Netscape HTTP Cookie File
# https://curl.haxx.se/docs/http-cookies.html
# This file was generated by libcurl! Edit at your own risk.

.sina.com.cn	TRUE	/	FALSE	1543320162	directAd_news	true
sina.com.cn	FALSE	/	FALSE	1858677213	FSINAGLOBAL	172.16.92.24_1543031756.654160
comment5.news.sina.com.cn	FALSE	/comment/skin	FALSE	1700997210	USE_TIP_CLICK_TIMES	1
pos.baidu.com	FALSE	/	FALSE	1543402585	ISUS=6A5BEBF9D2244FA7B5EFB2FAF887385C:FG	1
pos.baidu.com	FALSE	/	FALSE	1543402585	ISBID=95DA47FB3891F0B2E50DD01E5053F633:FG	1
news.sina.com.cn	FALSE	/	FALSE	1559041987	CNZZDATA1264476941	293081120-1543312068-https%253A%252F%252Fnews.sina.com.cn%252F%7C1543312068
news.sina.com.cn	FALSE	/	FALSE	1559041988	CNZZDATA5581080	cnzz_eid%3D631595011-1543314903-https%253A%252F%252Fnews.sina.com.cn%252F%26ntime%3D1543314903
news.sina.com.cn	FALSE	/	FALSE	1559041987	CNZZDATA5581074	cnzz_eid%3D1972156167-1543311052-https%253A%252F%252Fnews.sina.com.cn%252F%26ntime%3D1543316696
#HttpOnly_.www.gaoduanhuisuo.cn	TRUE	/	FALSE	1574852167	_cliid	-Pc--33P-x8zf4cM
news.sina.com.cn	FALSE	/	FALSE	1543359366	adsmodalbyins_impression	1
#HttpOnly_.www.gaoduanhuisuo.cn	TRUE	/	FALSE	1543484060	_lastEnterDay	2018-11-27
news.sina.com.cn	FALSE	/	FALSE	1559041935	CNZZDATA5661630	cnzz_eid%3D969194738-1543315951-https%253A%252F%252Fnews.sina.com.cn%252F%26ntime%3D1543315951
pos.baidu.com	FALSE	/	FALSE	1629717191	FP2=ADFF7B9BA0CAEF4EF971F2CA4A358FE8:FG	1
pos.baidu.com	FALSE	/	FALSE	1629717191	FP=CAB035B6F441C4E2142CB5C3E234FCF8:FG	1
.ifeng.com	TRUE	/a_if/wanghh/20160126/shipin/bofangye/tonglan01	FALSE	0	BAIDU_SSP_lcr	https://news.sina.com.cn/c/2018-11-25/doc-ihmutuec3563877.shtml
news.sina.com.cn	FALSE	/	FALSE	1559041933	CNZZDATA5399792	cnzz_eid%3D166777045-1543314319-https%253A%252F%252Fnews.sina.com.cn%252F%26ntime%3D1543314319
.cnzz.mmstat.com	TRUE	/	FALSE	0	atpsida	8baef9848e211bb38a5de9ee_1543317190_3
.cnzz.mmstat.com	TRUE	/	FALSE	0	sca	a1f02855
.ynet.com	TRUE	/ssp/360/ad	FALSE	0	BAIDU_SSP_lcr	https://news.sina.com.cn/c/2018-11-25/doc-ihmutuec3563877.shtml
.163.com	TRUE	/special/gh_hzh08	FALSE	0	BAIDU_SSP_lcr	https://news.sina.com.cn/c/2018-11-25/doc-ihmutuec3563877.shtml
news.sina.com.cn	FALSE	/	FALSE	1559041934	CNZZDATA1261221115	530801213-1543314987-https%253A%252F%252Fnews.sina.com.cn%252F%7C1543314987
news.sina.com.cn	FALSE	/	FALSE	1559041933	CNZZDATA5581086	cnzz_eid%3D312609178-1543310971-https%253A%252F%252Fnews.sina.com.cn%252F%26ntime%3D1543316509
news.sina.com.cn	FALSE	/	FALSE	0	_cnzz_CV	
sina.com.cn	FALSE	/	FALSE	1559041988	UM_distinctid	16754df6db813a-08b21254267c94-631a1375-1fa400-16754df6dba41
comment5.news.sina.com.cn	FALSE	/	FALSE	0	UWSGI	00318504a49461e9a402e6ea760677d4
service.mail.sina.com.cn	FALSE	/	FALSE	0	WEB2	08b1373f0ed9ce5f3c4eb9136663d53a
.idgdmg.com.cn	TRUE	/	FALSE	1606388334	uid	95caf4229a5e5030e7cbba9532232b6c
fav.mix.sina.com.cn	FALSE	/	FALSE	0	NEWSCENTER	78565b88b160488188f3c4bb7622647b
comment.sina.com.cn	FALSE	/	FALSE	0	UWSGI	034d2d733e2c58bb88c99e21b0f00d1a
.sina.cn	TRUE	/	FALSE	1543403523	historyRecord	{"href":"https://news.sina.com.cn/c/2018-11-25/doc-ihmutuec3563877.shtml","refer":"https://news.sina.com.cn/s/2018-11-27/doc-ihpevhck9829601.shtml"}
.sina.com.cn	TRUE	/	FALSE	1543319743	directAd_samsung	true
.tanx.com	TRUE	/	FALSE	1858674119	cna	bVBfFGz3XygCAXFKfNXFGihP
cre.mix.sina.com.cn	FALSE	/	FALSE	0	reco	usrmdinst_3
cre.dp.sina.cn	FALSE	/	FALSE	0	reco	usrmdinst_4
.365dmp.com	TRUE	/	FALSE	1545906110	bhuid	6rLnk2ZNaD42qYsurUe47
.biddingx.com	TRUE	/	FALSE	1574850110	tcm	1
cm.masky.biddingx.com	FALSE	/	FALSE	1543324910	cmenforce	1
sina.com.cn	FALSE	/	FALSE	1543317702	rotatecount	1
.weibo.com	TRUE	/	FALSE	0	SSOLoginState	1543313283
#HttpOnly_.weibo.com	TRUE	/	FALSE	0	SUB	_2A252-WqZDeRhGedJ7VoX8izOzjyIHXVVj9tRrDV8PUJbmtBeLRPSkW9NUcbiS4CGtbm45gyVFNos5WI2a6jL6Zrs
.login.sina.com.cn	TRUE	/	FALSE	0	LT	1543314121
.sina.com.cn	TRUE	/	FALSE	0	SUBP	0033WrSXqPxfM725Ws9jqgMF55529P9D9WhnympaLPfyubLGC5nHghih5NHD95QpS0qRSozEeo-7Ws4Dqc_ci--ciKn4i-8Fi--fiKLhi-z7i--fiKn0i-2NTCH81CHWSb-4SbH8SCHF1FHWxFH8SbHFSC-RxbH81FHWSE-R1FH8SC-41CHW1FH8Sb-4xCHFSbH8Sb-4xC-RSFH8SC-4eFHF1CH8SE-R1C-4BbH8SCHF1F-R15tt
#HttpOnly_.sina.com.cn	TRUE	/	FALSE	0	SUB	_2A252-WqZDeRhGedJ7VoX8izOzjyIHXVVj9tRrDV_PUJbm9BeLU3NkW9NUcbiS4o5V7sE_dZYtf5Tj557VPoGIU9i
